Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Rate of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Type of Rate,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Notes,Number of Neonatal Hospital Stays with Withdrawal Symptoms or Maternal Substance Exposure Description,Total Number of Birth Hospitalizations,Total Number of Birth Hospitalizations Notes,Total Number of Birth Hospitalizations Description,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Georeferenced Latitude/Longitude
County,Greene,All,<1 month,2016,2016 Q4,10/1/2016-12/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),65,,Live births in hospitals,30,30,42,059,"(39.8548039342, -80.2294381655)",POINT (-80.2294381655 39.8548039342)
County,Allegheny,All,<1 month,2016,2016 Q1,1/1/2016-3/31/2016,23.98,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",72,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),3002,,Live births in hospitals,2,02,42,003,"(40.4673554298, -79.9861984282)",POINT (-79.9861984282 40.4673554298)
County,Cameron,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),36,,Live births in hospitals,12,12,42,023,"(41.4388026531, -78.2091693241)",POINT (-78.2091693241 41.4388026531)
County,Schuylkill,All,<1 month,2016,2016 Q2,4/1/2016-6/30/2016,53.82,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",19,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),353,,Live births in hospitals,54,54,42,107,"(40.707512431, -76.223323851)",POINT (-76.223323851 40.707512431000005)
County,Wayne,All,<1 month,2016,2016 Q2,4/1/2016-6/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),98,,Live births in hospitals,64,64,42,127,"(41.6496980525, -75.3051535022)",POINT (-75.3051535022 41.6496980525)
County,Tioga,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),301,,Live births in hospitals,59,59,42,117,"(41.7733383358, -77.2578807579)",POINT (-77.2578807579 41.7733383358)
County,Centre,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),288,,Live births in hospitals,14,14,42,027,"(40.9193135008, -77.8250011212)",POINT (-77.8250011212 40.9193135008)
County,Somerset,All,<1 month,2016,2016 Q4,10/1/2016-12/31/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),54,,Live births in hospitals,56,56,42,111,"(39.9714629901, -79.0310020611)",POINT (-79.0310020611 39.9714629901)
County,Berks,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,19.76,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",20,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1012,,Live births in hospitals,6,06,42,011,"(40.4193963513, -75.9307732705)",POINT (-75.93077327050001 40.4193963513)
County,Blair,All,<1 month,2016,2016 Q2,4/1/2016-6/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),333,,Live births in hospitals,7,07,42,013,"(40.4855502384, -78.349076871)",POINT (-78.349076871 40.4855502384)
County,Potter,All,<1 month,2016,2016 Q3,7/1/2016-9/30/2016,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),37,,Live births in hospitals,53,53,42,105,"(41.7442064382, -77.8987922939)",POINT (-77.8987922939 41.7442064382)
County,Chester,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,16.21,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",19,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),1172,,Live births in hospitals,15,15,42,029,"(39.9748705566, -75.7562649818)",POINT (-75.7562649818 39.9748705566)
County,Pike,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),80,,Live births in hospitals,52,52,42,103,"(41.332571995, -75.0327092448)",POINT (-75.0327092448 41.332571995)
County,Indiana,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,36.04,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",24,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),666,,Live births in hospitals,32,32,42,063,"(40.6529549748, -79.0933349286)",POINT (-79.0933349286 40.6529549748)
County,Northampton,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,17.43,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",11,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),631,,Live births in hospitals,48,48,42,095,"(40.754595404, -75.3126372576)",POINT (-75.3126372576 40.754595404)
County,Armstrong,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,51.00,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",28,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),549,,Live births in hospitals,3,03,42,005,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555)
County,Luzerne,All,<1 month,2017,2017 Q3,7/1/2017-9/30/2017,30.13,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",27,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),896,,Live births in hospitals,40,40,42,079,"(41.1783643884, -75.991996098)",POINT (-75.991996098 41.178364388400006)
County,Wayne,All,<1 month,2017,2017 Annual,1/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),320,,Live births in hospitals,64,64,42,127,"(41.6496980525, -75.3051535022)",POINT (-75.3051535022 41.6496980525)
County,Dauphin,All,<1 month,2016,2016 Q2,4/1/2016-6/30/2016,14.83,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",12,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),809,,Live births in hospitals,22,22,42,043,"(40.4197463597, -76.7796056802)",POINT (-76.7796056802 40.4197463597)
County,Adams,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,21.61,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",18,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),833,,Live births in hospitals,1,01,42,001,"(39.8720956503, -77.2222427076)",POINT (-77.2222427076 39.8720956503)
County,Washington,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,23.71,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",11,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),464,,Live births in hospitals,63,63,42,125,"(40.1910966345, -80.2518008276)",POINT (-80.2518008276 40.1910966345)
County,Mercer,All,<1 month,2017,2017 Q1,1/1/2017-3/31/2017,77.24,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",19,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),246,,Live births in hospitals,43,43,42,085,"(41.302377765, -80.2600941079)",POINT (-80.26009410790002 41.302377765)
County,Warren,All,<1 month,2017,2017 Q4,10/1/2017-12/31/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),78,,Live births in hospitals,62,62,42,123,"(41.8167523652, -79.278581578)",POINT (-79.278581578 41.8167523652)
County,McKean,All,<1 month,2017,2017 Q2,4/1/2017-6/30/2017,,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",,Not displayed when total number of neonatal hospital stays with withdrawal symptoms or maternal substance exposure is less than 11,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),75,,Live births in hospitals,42,42,42,083,"(41.810370736, -78.5712201998)",POINT (-78.57122019980001 41.810370736)
County,Perry,All,<1 month,2016,2016 Annual,1/1/2016-12/31/2016,28.81,"Rate of neonatal hospital stays with withdrawal symptoms or maternal substance exposure  per 1,000 live births",14,,Neonatal hospital stays with a diagnosis of withdrawal symptoms using ICD-10 code P96.1 or a diagnosis of maternal substance exposure using ICD-10 code P04.49 during birth hospitalization (first 28 days of life),486,,Live births in hospitals,50,50,42,099,"(40.4041531744, -77.2590738496)",POINT (-77.2590738496 40.4041531744)
